Andy Warhol,https://www.warhol.org/,https://en.wikipedia.org/wiki/Andy_Warhol,https://www.biography.com/people/andy-warhol-9523875,www.theartstory.org/artist-warhol-andy.htm,Highsnobiety,Refinery29,Wilkes Barre Times-Leader,warholfoundation.org/,warholfoundation.org/legacy/biography.html,https://www.artsy.net/artist/andy-warhol,www.artnet.com/artists/andy-warhol/
ALMA,www.almarestaurant.com/,https://www.yelp.com/biz/alma-restaurant-brooklyn,www.almaobservatory.org/en/home/,www.getalma.com/,https://www.lds.org/scriptures/bofm/alma?lang=eng,https://www.almampls.com/,https://www.almabank.com/,https://www.almarealty.com/listings,https://www.facebook.com/CYBERALMA/,https://almascience.nrao.edu/
Tracey Emin,www.emininternational.com/,https://en.wikipedia.org/wiki/Tracey_Emin,www.traceyeminstudio.com/,www.saatchigallery.com/artists/tracey_emin.htm,https://www.artsy.net/artist/tracey-emin,www.theartstory.org/artist-emin-tracey.htm,www.artnet.com/artists/tracey-emin/,www.tate.org.uk/art/artists/tracey-emin-2590,https://www.theguardian.com/artanddesign/emin
Joseph Beuys,https://en.wikipedia.org/wiki/Joseph_Beuys,www.theartstory.org/artist-beuys-joseph.htm,www.theartstory.org/artist-beuys-joseph-artworks.htm,www.artnet.com/artists/joseph-beuys/,https://www.artsy.net/artist/joseph-beuys,https://walkerart.org/collections/artists/joseph-beuys,https://www.moma.org/artists/540,www.tate.org.uk/art/artists/joseph-beuys-747,www.dw.com/en/joseph-beuys-artist-who-expanded.../a-1866423
JohnBaldessari,www.baldessari.org/,https://en.wikipedia.org/wiki/John_Baldessari,https://www.artsy.net/artist/john-baldessari,www.theartstory.org/artist-baldessari-john.htm,www.artnet.com/artists/john-baldessari/,www.latimes.com/.../la-et-cm-john-baldessari-mixografia-20170520- htmlstory.html,https://art21.org/artist/john-baldessari/,www.npr.org/.../for-john-baldessari-conceptual-art-means-serious-mischief,www.mariangoodman.com/artist/john-baldessari,https://www.youtube.com/watch?v=eU7V4GyEuXA
John Baldessari,www.baldessari.org/,https://en.wikipedia.org/wiki/John_Baldessari,https://www.artsy.net/artist/john-baldessari,www.theartstory.org/artist-baldessari-john.htm,www.artnet.com/artists/john-baldessari/,www.mariangoodman.com/artist/john-baldessari,www.latimes.com/.../la-et-cm-john-baldessari-mixografia-20170520- htmlstory.html,www.npr.org/.../for-john-baldessari-conceptual-art-means-serious-mischief,https://art21.org/artist/john-baldessari/
Hans Ulrich Obrist,https://en.wikipedia.org/wiki/Hans-Ulrich_Obrist,https://www.newyorker.com/magazine/2014/12/08/art-conversation,https://www.instagram.com/hansulrichobrist/?hl=en,https://www.artsy.net/.../hans-ulrich-obrist-the-future-of-art-according-to-hans-ulrich-obrist,https://www.theguardian.com/.../hans-ulrich-obrist-tops-list-art-worlds-most- powerful-artreview-power-100,https://www.theguardian.com/.../hans-ulrich-obrist-everything-i-do- connected-velocity-interview,https://www.theguardian.com/.../2014/.../hans-ulrich-obrist-art-curator,www.artspace.com/.../supercurator-hans-ulrich-obrist-on-what-makes- painting-an-urgent-medium-today,https://twitter.com/huobrist?lang=en
Willem de Kooning,https://en.wikipedia.org/wiki/Willem_de_Kooning,www.theartstory.org/artist-de-kooning-willem.htm,https://www.artsy.net/artist/willem-de-kooning,www.dekooning.org/the-artist/biography,www.willem-de-kooning.org/,www.artnet.com/artists/willem-de-kooning/,https://www.moma.org/artists/3213,https://www.guggenheim.org/artwork/artist/willem-de-kooning,www.azcentral.com/story/news/.../de-kooning.../558290001/
RichardSerra,https://www.gagosian.com/artists/richard-serra,https://en.wikipedia.org/wiki/Richard_Serra,https://www.artsy.net/artist/richard-serra,https://www.guggenheim.org/artwork/artist/richard-serra,www.theartstory.org/artist-serra-richard.htm,www.artnet.com/artists/richard-serra/,https://art21.org/artist/richard-serra/,https://www.guggenheim-bilbao.eus/en/exhibitions/richard-serra-2/,https://www.moma.org/interactives/exhibitions/2007/serra/
Richard Serra,https://en.wikipedia.org/wiki/Richard_Serra,https://www.gagosian.com/artists/richard-serra,https://www.artsy.net/artist/richard-serra,https://www.guggenheim.org/artwork/artist/richard-serra,www.theartstory.org/artist-serra-richard.htm,www.nytimes.com/topic/person/richard-serra?mcubz=0,www.wsj.com/articles/the-reinvented-visions-of-richard-serra-1446687924,www.artnet.com/artists/richard-serra/,collection.stormking.org/artist/richard-serra/
Henry Moore,https://www.henry-moore.org/,https://en.wikipedia.org/wiki/Henry_Moore,www.theartstory.org/artist-moore-henry.htm,www.tate.org.uk/learn/online-resources/henry-moores-sculpture,https://www.artsy.net/artist/henry-moore,www.artnet.com/artists/henry-moore-2/,https://www.britannica.com/biography/Henry-Moore,www.ago.net/henry-moore-sculpture-centre,https://www.theguardian.com/culture/henry-moore
